"","genres","movie_title","director_name","content_rating","imdb_score","title_year","number"
"1199","Adventure","Act of Valor ","Mike McCoy","R",6.5,2012,1
"1200","Adventure","After Earth ","M. Night Shyamalan","PG-13",4.9,2013,1
"1201","Adventure","Agent Cody Banks ","Harald Zwart","PG",5,2003,1
"1202","Adventure","Agent Cody Banks 2: Destination London ","Kevin Allen","PG",4.5,2004,1
"1203","Adventure","Agora ","Alejandro Amenábar","R",7.2,2009,1
"1204","Adventure","Air Force One ","Wolfgang Petersen","R",6.4,1997,1
"1205","Adventure","Airborne ","Rob Bowman","PG",6.2,1993,1
"1206","Adventure","Aladdin ","Ron Clements","G",8,1992,1
"1207","Adventure","Alex Rider: Operation Stormbreaker ","Geoffrey Sax","PG",5.1,2006,1
"1208","Adventure","Alexander ","Oliver Stone","R",5.5,2004,1
"1209","Adventure","Alice Through the Looking Glass ","James Bobin","PG",6.4,2016,1
"1210","Adventure","Aliens ","James Cameron","R",8.4,1986,1
"1211","Adventure","Aliens in the Attic ","John Schultz","PG",5.4,2009,1
"1212","Adventure","Alive ","Frank Marshall","R",7.1,1993,1
"1213","Adventure","Allegiant ","Robert Schwentke","PG-13",5.8,2016,1
"1214","Adventure","Almost Famous ","Cameron Crowe","R",7.9,2000,1
"1215","Adventure","Alpha and Omega ","Anthony Bell","PG",5.3,2010,1
"1216","Adventure","Alvin and the Chipmunks: Chipwrecked ","Mike Mitchell","G",4.4,2011,1
"1217","Adventure","Alvin and the Chipmunks: The Road Chip ","Walt Becker","PG",5,2015,1
"1218","Adventure","Anaconda ","Luis Llosa","PG-13",4.6,1997,1
"1219","Adventure","Anacondas: The Hunt for the Blood Orchid ","Dwight H. Little","PG-13",4.6,2004,1
"1220","Adventure","Anastasia ","Don Bluth","G",7.1,1997,1
"1221","Adventure","Ant-Man ","Peyton Reed","PG-13",7.4,2015,1
"1222","Adventure","Antarctica: A Year on Ice ","Anthony Powell","PG",7.6,2013,1
"1223","Adventure","Antz ","Eric Darnell","PG",6.6,1998,1
"1224","Adventure","Apocalypto ","Mel Gibson","R",7.8,2006,1
"1225","Adventure","Apollo 13 ","Ron Howard","PG",7.6,1995,1
"1226","Adventure","Aqua Teen Hunger Force Colon Movie Film for Theaters ","Matt Maiellaro","R",6.9,2007,1
"1227","Adventure","Are We There Yet? ","Brian Levant","PG",4.6,2005,1
"1228","Adventure","Armageddon ","Michael Bay","PG-13",6.6,1998,1
"1229","Adventure","Arthur and the Invisibles ","Luc Besson","PG",6,2006,1
"1230","Adventure","Arthur Christmas ","Sarah Smith","PG",7.1,2011,1
"1231","Adventure","Atlantis: The Lost Empire ","Gary Trousdale","PG",6.8,2001,1
"1232","Adventure","Austin Powers: The Spy Who Shagged Me ","Jay Roach","PG-13",6.6,1999,1
"1233","Adventure","Australia ","Baz Luhrmann","PG-13",6.6,2008,1
"1234","Adventure","Avatar ","James Cameron","PG-13",7.9,2009,1
"1235","Adventure","Avengers: Age of Ultron ","Joss Whedon","PG-13",7.5,2015,1
"1236","Adventure","Baahubali: The Beginning ","S.S. Rajamouli","",8.4,2015,1
"1237","Adventure","Babe: Pig in the City ","George Miller","G",5.8,1998,1
"1238","Adventure","Baby's Day Out ","Patrick Read Johnson","PG",5.9,1994,1
"1239","Adventure","Babylon A.D. ","Mathieu Kassovitz","PG-13",5.6,2008,1
"1240","Adventure","Back to the Future ","Robert Zemeckis","PG",8.5,1985,1
"1241","Adventure","Back to the Future Part II ","Robert Zemeckis","PG",7.8,1989,1
"1242","Adventure","Back to the Future Part III ","Robert Zemeckis","PG",7.4,1990,1
"1243","Adventure","Bad Company ","Joel Schumacher","PG-13",5.6,2002,1
"1244","Adventure","Barney's Great Adventure ","Steve Gomer","G",2.8,1998,1
"1245","Adventure","Batman ","Tim Burton","PG-13",7.6,1989,1
"1246","Adventure","Batman Begins ","Christopher Nolan","PG-13",8.3,2005,1
"1247","Adventure","Batman Forever ","Joel Schumacher","PG-13",5.4,1995,1
"1248","Adventure","Batman v Superman: Dawn of Justice ","Zack Snyder","PG-13",6.9,2016,1
"1249","Adventure","Battlefield Earth ","Roger Christian","PG-13",2.4,2000,1
"1250","Adventure","Battleship ","Peter Berg","PG-13",5.9,2012,1
"1251","Adventure","Beastmaster 2: Through the Portal of Time ","Sylvio Tabet","PG-13",3.8,1991,1
"1252","Adventure","Beavis and Butt-Head Do America ","Mike Judge","PG-13",6.8,1996,1
"1253","Adventure","Bee Movie ","Steve Hickner","PG",6.2,2007,1
"1254","Adventure","Benji ","Joe Camp","G",6.1,1974,1
"1255","Adventure","Beowulf ","Robert Zemeckis","PG-13",6.3,2007,1
"1256","Adventure","Beverly Hills Chihuahua ","Raja Gosnell","PG",3.7,2008,1
"1257","Adventure","Beyond Borders ","Martin Campbell","R",6.5,2003,1
"1258","Adventure","Big Fish ","Tim Burton","PG-13",8,2003,1
"1259","Adventure","Big Hero 6 ","Don Hall","PG",7.9,2014,1
"1260","Adventure","Big Trouble in Little China ","John Carpenter","PG-13",7.3,1986,1
"1261","Adventure","Bill & Ted's Bogus Journey ","Peter Hewitt","PG",6.2,1991,1
"1262","Adventure","Bill & Ted's Excellent Adventure ","Stephen Herek","PG",6.9,1989,1
"1263","Adventure","Black Knight ","Gil Junger","PG-13",4.8,2001,1
"1264","Adventure","Blade: Trinity ","David S. Goyer","R",5.9,2004,1
"1265","Adventure","Blood Diamond ","Edward Zwick","R",8,2006,1
"1266","Adventure","BloodRayne ","Uwe Boll","R",2.9,2005,1
"1267","Adventure","Bolt ","Byron Howard","PG",6.9,2008,1
"1268","Adventure","Book of Shadows: Blair Witch 2 ","Joe Berlinger","R",4,2000,1
"1269","Adventure","Brave ","Mark Andrews","PG",7.2,2012,1
"1270","Adventure","Bridge to Terabithia ","Gabor Csupo","PG",7.2,2007,1
"1271","Adventure","Bubble Boy ","Blair Hayes","PG-13",5.6,2001,1
"1272","Adventure","Captain America: Civil War ","Anthony Russo","PG-13",8.2,2016,1
"1273","Adventure","Captain America: The First Avenger ","Joe Johnston","PG-13",6.9,2011,1
"1274","Adventure","Captain America: The Winter Soldier ","Anthony Russo","PG-13",7.8,2014,1
"1275","Adventure","Caravans ","James Fargo","PG",6.5,1978,1
"1276","Adventure","Cars ","John Lasseter","G",7.2,2006,1
"1277","Adventure","Cars 2 ","John Lasseter","G",6.3,2011,1
"1278","Adventure","Cast Away ","Robert Zemeckis","PG-13",7.7,2000,1
"1279","Adventure","Charlie and the Chocolate Factory ","Tim Burton","PG",6.7,2005,1
"1280","Adventure","Charlie's Angels ","McG","PG-13",5.5,2000,1
"1281","Adventure","Charlie's Angels: Full Throttle ","McG","PG-13",4.8,2003,1
"1282","Adventure","Cheaper by the Dozen 2 ","Adam Shankman","PG",5.4,2005,1
"1283","Adventure","Chicken Little ","Mark Dindal","G",5.8,2005,1
"1284","Adventure","Chicken Run ","Peter Lord","G",7,2000,1
"1285","Adventure","Chill Factor ","Hugh Johnson","R",5.2,1999,1
"1286","Adventure","Cirque du Freak: The Vampire's Assistant ","Paul Weitz","PG-13",5.9,2009,1
"1287","Adventure","City of Ember ","Gil Kenan","PG",6.5,2008,1
"1288","Adventure","Cliffhanger ","Renny Harlin","R",6.4,1993,1
"1289","Adventure","Clockstoppers ","Jonathan Frakes","PG",5.2,2002,1
"1290","Adventure","Cloverfield ","Matt Reeves","PG-13",7,2008,1
"1291","Adventure","Cold Mountain ","Anthony Minghella","R",7.2,2003,1
"1292","Adventure","Conan the Destroyer ","Richard Fleischer","PG",5.8,1984,1
"1293","Adventure","Congo ","Frank Marshall","PG-13",5,1995,1
"1294","Adventure","Cool Runnings ","Jon Turteltaub","PG",6.9,1993,1
"1295","Adventure","Crocodile Dundee ","Peter Faiman","PG-13",6.5,1986,1
"1296","Adventure","Crocodile Dundee II ","John Cornell","PG",5.5,1988,1
"1297","Adventure","Crocodile Dundee in Los Angeles ","Simon Wincer","PG",4.8,2001,1
"1298","Adventure","Curious George ","Matthew O'Callaghan","G",6.6,2006,1
"1299","Adventure","Cutthroat Island ","Renny Harlin","PG-13",5.6,1995,1
"1300","Adventure","Dances with Wolves ","Kevin Costner","PG-13",8,1990,1
"1301","Adventure","Dante's Peak ","Roger Donaldson","PG-13",5.8,1997,1
"1302","Adventure","Das Boot ","Wolfgang Petersen","R",8.4,1981,1
"1303","Adventure","Dawn of the Planet of the Apes ","Matt Reeves","PG-13",7.6,2014,1
"1304","Adventure","Daylight ","Rob Cohen","PG-13",5.8,1996,1
"1305","Adventure","Deadpool ","Tim Miller","R",8.1,2016,1
"1306","Adventure","Deep Rising ","Stephen Sommers","R",6,1998,1
"1307","Adventure","Delgo ","Marc F. Adler","PG",4.4,2008,1
"1308","Adventure","Diamonds Are Forever ","Guy Hamilton","GP",6.7,1971,1
"1309","Adventure","Die Another Day ","Lee Tamahori","PG-13",6.1,2002,1
"1310","Adventure","Die Hard with a Vengeance ","John McTiernan","R",7.6,1995,1
"1311","Adventure","Digimon: The Movie ","Mamoru Hosoda","PG",5.9,2000,1
"1312","Adventure","Dinosaur ","Eric Leighton","PG",6.5,2000,1
"1313","Adventure","Divergent ","Neil Burger","PG-13",6.7,2014,1
"1314","Adventure","DOA: Dead or Alive ","Corey Yuen","PG-13",4.8,2006,1
"1315","Adventure","Dogma ","Kevin Smith","R",7.4,1999,1
"1316","Adventure","Doogal ","Dave Borthwick","G",2.8,2006,1
"1317","Adventure","Doom ","Andrzej Bartkowiak","R",5.2,2005,1
"1318","Adventure","Dr. No ","Terence Young","Approved",7.3,1962,1
"1319","Adventure","Dragon Blade ","Daniel Lee","R",6.1,2015,1
"1320","Adventure","Dragonball: Evolution ","James Wong","PG",2.7,2009,1
"1321","Adventure","DragonHeart ","Rob Cohen","PG-13",6.4,1996,1
"1322","Adventure","Dragonslayer ","Matthew Robbins","PG",6.7,1981,1
"1323","Adventure","Duma ","Carroll Ballard","PG",7.3,2005,1
"1324","Adventure","Dune ","David Lynch","PG-13",6.6,1984,1
"1325","Adventure","Earth to Echo ","Dave Green","PG",5.8,2014,1
"1326","Adventure","Edge of Tomorrow ","Doug Liman","PG-13",7.9,2014,1
"1327","Adventure","Eight Below ","Frank Marshall","PG",7.3,2006,1
"1328","Adventure","End of the Spear ","Jim Hanon","PG-13",7,2005,1
"1329","Adventure","Epic ","Chris Wedge","PG",6.7,2013,1
"1330","Adventure","Epic Movie ","Jason Friedberg","PG-13",2.3,2007,1
"1331","Adventure","Eragon ","Stefen Fangmeier","PG",5.1,2006,1
"1332","Adventure","Escape from L.A. ","John Carpenter","R",5.7,1996,1
"1333","Adventure","Escape from Planet Earth ","Cal Brunker","PG",5.9,2013,1
"1334","Adventure","Everest ","Baltasar Kormákur","PG-13",7.1,2015,1
"1335","Adventure","Everybody's Fine ","Kirk Jones","PG-13",7.2,2009,1
"1336","Adventure","Executive Decision ","Stuart Baird","R",6.4,1996,1
"1337","Adventure","Extreme Ops ","Christian Duguay","PG-13",4.5,2002,1
"1338","Adventure","Extremely Loud & Incredibly Close ","Stephen Daldry","PG-13",6.9,2011,1
"1339","Adventure","Fantastic 4: Rise of the Silver Surfer ","Tim Story","PG",5.6,2007,1
"1340","Adventure","Fantastic Mr. Fox ","Wes Anderson","PG",7.8,2009,1
"1341","Adventure","Fear and Loathing in Las Vegas ","Terry Gilliam","R",7.7,1998,1
"1342","Adventure","Final Fantasy: The Spirits Within ","Hironobu Sakaguchi","PG-13",6.4,2001,1
"1343","Adventure","Finding Nemo ","Andrew Stanton","G",8.2,2003,1
"1344","Adventure","Firefox ","Clint Eastwood","PG",5.9,1982,1
"1345","Adventure","First Knight ","Jerry Zucker","PG-13",5.9,1995,1
"1346","Adventure","Fled ","Kevin Hooks","R",5.3,1996,1
"1347","Adventure","Flicka ","Michael Mayer","PG",6.2,2006,1
"1348","Adventure","Flight of the Phoenix ","John Moore","PG-13",6.1,2004,1
"1349","Adventure","Flipper ","Alan Shapiro","PG",5.2,1996,1
"1350","Adventure","Flushed Away ","David Bowers","PG",6.7,2006,1
"1351","Adventure","Flyboys ","Tony Bill","PG-13",6.6,2006,1
"1352","Adventure","Fool's Gold ","Andy Tennant","PG-13",5.6,2008,1
"1353","Adventure","For Your Eyes Only ","John Glen","PG",6.8,1981,1
"1354","Adventure","Free Birds ","Jimmy Hayward","PG",5.9,2013,1
"1355","Adventure","Friday the 13th Part VIII: Jason Takes Manhattan ","Rob Hedden","R",4.5,1989,1
"1356","Adventure","From Russia with Love ","Terence Young","Approved",7.5,1963,1
"1357","Adventure","Frozen ","Chris Buck","PG",7.6,2013,1
"1358","Adventure","Fun Size ","Josh Schwartz","PG-13",5.4,2012,1
"1359","Adventure","G-Force ","Hoyt Yeatman","PG",5.1,2009,1
"1360","Adventure","G.I. Joe: Retaliation ","Jon M. Chu","PG-13",5.8,2013,1
"1361","Adventure","G.I. Joe: The Rise of Cobra ","Stephen Sommers","PG-13",5.8,2009,1
"1362","Adventure","Galaxy Quest ","Dean Parisot","PG",7.3,1999,1
"1363","Adventure","George of the Jungle ","Sam Weisman","PG",5.4,1997,1
"1364","Adventure","Get Smart ","Peter Segal","PG-13",6.5,2008,1
"1365","Adventure","Gods of Egypt ","Alex Proyas","PG-13",5.5,2016,1
"1366","Adventure","Godzilla 2000 ","Takao Okawara","PG",6,1999,1
"1367","Adventure","GoldenEye ","Martin Campbell","PG-13",7.2,1995,1
"1368","Adventure","Goldfinger ","Guy Hamilton","Approved",7.8,1964,1
"1369","Adventure","Gravity ","Alfonso Cuarón","PG-13",7.8,2013,1
"1370","Adventure","Green Lantern ","Martin Campbell","PG-13",5.6,2011,1
"1371","Adventure","Guardians of the Galaxy ","James Gunn","PG-13",8.1,2014,1
"1372","Adventure","Gulliver's Travels ","Rob Letterman","PG",4.9,2010,1
"1373","Adventure","Happily N'Ever After ","Paul Bolger","PG",4.5,2006,1
"1374","Adventure","Harold & Kumar Escape from Guantanamo Bay ","Jon Hurwitz","R",6.6,2008,1
"1375","Adventure","Harold & Kumar Go to White Castle ","Danny Leiner","R",7.1,2004,1
"1376","Adventure","Harry Potter and the Chamber of Secrets ","Chris Columbus","PG",7.4,2002,1
"1377","Adventure","Harry Potter and the Goblet of Fire ","Mike Newell","PG-13",7.6,2005,1
"1378","Adventure","Harry Potter and the Half-Blood Prince ","David Yates","PG",7.5,2009,1
"1379","Adventure","Harry Potter and the Order of the Phoenix ","David Yates","PG-13",7.5,2007,1
"1380","Adventure","Harry Potter and the Prisoner of Azkaban ","Alfonso Cuarón","PG",7.8,2004,1
"1381","Adventure","Harry Potter and the Sorcerer's Stone ","Chris Columbus","PG",7.5,2001,1
"1382","Adventure","Heaven's Gate ","Michael Cimino","R",6.8,1980,1
"1383","Adventure","Hellboy II: The Golden Army ","Guillermo del Toro","PG-13",7,2008,1
"1384","Adventure","Herbie Fully Loaded ","Angela Robinson","G",4.7,2005,1
"1385","Adventure","Hey Arnold! The Movie ","Tuck Tucker","PG",5.9,2002,1
"1386","Adventure","Hidalgo ","Joe Johnston","PG-13",6.7,2004,1
"1387","Adventure","Highlander ","Russell Mulcahy","R",7.2,1986,1
"1388","Adventure","Highlander: Endgame ","Douglas Aarniokoski","R",4.6,2000,1
"1389","Adventure","Holes ","Andrew Davis","PG",7.1,2003,1
"1390","Adventure","Home Alone 2: Lost in New York ","Chris Columbus","PG",6.6,1992,1
"1391","Adventure","Hook ","Steven Spielberg","PG",6.7,1991,1
"1392","Adventure","Hoot ","Wil Shriner","PG",5.6,2006,1
"1393","Adventure","Hop ","Tim Hill","PG",5.5,2011,1
"1394","Adventure","House of Flying Daggers ","Yimou Zhang","PG-13",7.6,2004,1
"1395","Adventure","How to Train Your Dragon ","Dean DeBlois","PG",8.2,2010,1
"1396","Adventure","How to Train Your Dragon 2 ","Dean DeBlois","PG",7.9,2014,1
"1397","Adventure","Howard the Duck ","Willard Huyck","PG",4.6,1986,1
"1398","Adventure","Howl's Moving Castle ","Hayao Miyazaki","PG",8.2,2004,1
"1399","Adventure","Hudson Hawk ","Michael Lehmann","R",5.7,1991,1
"1400","Adventure","Hugo ","Martin Scorsese","PG",7.5,2011,1
"1401","Adventure","I Am Number Four ","D.J. Caruso","PG-13",6.1,2011,1
"1402","Adventure","I Dreamed of Africa ","Hugh Hudson","PG-13",5.6,2000,1
"1403","Adventure","I Spy ","Betty Thomas","PG-13",5.4,2002,1
"1404","Adventure","Ice Age ","Chris Wedge","PG",7.6,2002,1
"1405","Adventure","Ice Age: Continental Drift ","Steve Martino","PG",6.6,2012,1
"1406","Adventure","Ice Age: Dawn of the Dinosaurs ","Carlos Saldanha","PG",7,2009,1
"1407","Adventure","Ice Age: The Meltdown ","Carlos Saldanha","PG",6.9,2006,1
"1408","Adventure","In the Heart of the Sea ","Ron Howard","PG-13",7,2015,1
"1409","Adventure","In the Name of the King: A Dungeon Siege Tale ","Uwe Boll","PG-13",3.8,2007,1
"1410","Adventure","Inception ","Christopher Nolan","PG-13",8.8,2010,1
"1411","Adventure","Incident at Loch Ness ","Zak Penn","PG-13",6.6,2004,1
"1412","Adventure","Independence Day ","Roland Emmerich","PG-13",6.9,1996,1
"1413","Adventure","Independence Day: Resurgence ","Roland Emmerich","PG-13",5.5,2016,1
"1414","Adventure","Indiana Jones and the Kingdom of the Crystal Skull ","Steven Spielberg","PG-13",6.2,2008,1
"1415","Adventure","Indiana Jones and the Last Crusade ","Steven Spielberg","PG-13",8.3,1989,1
"1416","Adventure","Indiana Jones and the Temple of Doom ","Steven Spielberg","PG",7.6,1984,1
"1417","Adventure","Inglourious Basterds ","Quentin Tarantino","R",8.3,2009,1
"1418","Adventure","Inkheart ","Iain Softley","PG",6.1,2008,1
"1419","Adventure","Inside Out ","Pete Docter","PG",8.3,2015,1
"1420","Adventure","Inspector Gadget ","David Kellogg","PG",4.1,1999,1
"1421","Adventure","Insurgent ","Robert Schwentke","PG-13",6.3,2015,1
"1422","Adventure","Interstellar ","Christopher Nolan","PG-13",8.6,2014,1
"1423","Adventure","Into the Blue ","John Stockwell","PG-13",5.8,2005,1
"1424","Adventure","Into the Wild ","Sean Penn","R",8.2,2007,1
"1425","Adventure","Into the Woods ","Rob Marshall","PG",6,2014,1
"1426","Adventure","Iron Man ","Jon Favreau","PG-13",7.9,2008,1
"1427","Adventure","Iron Man 2 ","Jon Favreau","PG-13",7,2010,1
"1428","Adventure","Iron Man 3 ","Shane Black","PG-13",7.2,2013,1
"1429","Adventure","Ishtar ","Elaine May","PG-13",4.2,1987,1
"1430","Adventure","It's a Mad, Mad, Mad, Mad World ","Stanley Kramer","Approved",7.6,1963,1
"1431","Adventure","Jack the Giant Slayer ","Bryan Singer","PG-13",6.3,2013,1
"1432","Adventure","Jaws ","Steven Spielberg","PG",8,1975,1
"1433","Adventure","Jaws 2 ","Jeannot Szwarc","PG",5.7,1978,1
"1434","Adventure","Jaws: The Revenge ","Joseph Sargent","PG-13",2.8,1987,1
"1435","Adventure","Jimmy Neutron: Boy Genius ","John A. Davis","G",6,2001,1
"1436","Adventure","Joe Dirt ","Dennie Gordon","PG-13",5.9,2001,1
"1437","Adventure","John Carter ","Andrew Stanton","PG-13",6.6,2012,1
"1438","Adventure","Johnny English ","Peter Howitt","PG",6.1,2003,1
"1439","Adventure","Johnny English Reborn ","Oliver Parker","PG",6.3,2011,1
"1440","Adventure","Jonah: A VeggieTales Movie ","Mike Nawrocki","G",6.6,2002,1
"1441","Adventure","Journey 2: The Mysterious Island ","Brad Peyton","PG",5.8,2012,1
"1442","Adventure","Journey to the Center of the Earth ","Eric Brevig","PG",5.8,2008,1
"1443","Adventure","Jumper ","Doug Liman","PG-13",6.1,2008,1
"1444","Adventure","Jupiter Ascending ","Lana Wachowski","PG-13",5.4,2015,1
"1445","Adventure","Jurassic Park ","Steven Spielberg","PG-13",8.1,1993,1
"1446","Adventure","Jurassic Park III ","Joe Johnston","PG-13",5.9,2001,1
"1447","Adventure","Jurassic World ","Colin Trevorrow","PG-13",7,2015,1
"1448","Adventure","Kangaroo Jack ","David McNally","PG",4.4,2003,1
"1449","Adventure","Kingdom of Heaven ","Ridley Scott","R",7.2,2005,1
"1450","Adventure","Kung Fu Panda ","Mark Osborne","PG",7.6,2008,1
"1451","Adventure","Kung Fu Panda 2 ","Jennifer Yuh Nelson","PG",7.3,2011,1
"1452","Adventure","Kung Fu Panda 3 ","Alessandro Carloni","PG",7.2,2016,1
"1453","Adventure","Land of the Lost ","Brad Silberling","PG-13",5.4,2009,1
"1454","Adventure","Lara Croft Tomb Raider: The Cradle of Life ","Jan de Bont","PG-13",5.5,2003,1
"1455","Adventure","Lara Croft: Tomb Raider ","Simon West","PG-13",5.7,2001,1
"1456","Adventure","Last Action Hero ","John McTiernan","PG-13",6.2,1993,1
"1457","Adventure","Last Holiday ","Wayne Wang","PG-13",6.4,2006,1
"1458","Adventure","Lawrence of Arabia ","David Lean","PG",8.4,1962,1
"1459","Adventure","Legend of the Guardians: The Owls of Ga'Hoole ","Zack Snyder","PG",7,2010,1
"1460","Adventure","Licence to Kill ","John Glen","PG-13",6.6,1989,1
"1461","Adventure","Life of Pi ","Ang Lee","PG",8,2012,1
"1462","Adventure","Lilo & Stitch ","Dean DeBlois","PG",7.2,2002,1
"1463","Adventure","Limbo ","John Sayles","R",7.1,1999,1
"1464","Adventure","Live and Let Die ","Guy Hamilton","PG",6.8,1973,1
"1465","Adventure","Live Free or Die Hard ","Len Wiseman","PG-13",7.2,2007,1
"1466","Adventure","Lockout ","James Mather","PG-13",6.1,2012,1
"1467","Adventure","Logan's Run ","Michael Anderson","PG",6.8,1976,1
"1468","Adventure","Looney Tunes: Back in Action ","Joe Dante","PG",5.7,2003,1
"1469","Adventure","Lost in Space ","Stephen Hopkins","PG-13",5.1,1998,1
"1470","Adventure","Mad Max 2: The Road Warrior ","George Miller","R",7.6,1981,1
"1471","Adventure","Mad Max Beyond Thunderdome ","George Miller","PG-13",6.2,1985,1
"1472","Adventure","Mad Max: Fury Road ","George Miller","R",8.1,2015,1
"1473","Adventure","Madagascar ","Eric Darnell","PG",6.9,2005,1
"1474","Adventure","Madagascar 3: Europe's Most Wanted ","Eric Darnell","PG",6.9,2012,1
"1475","Adventure","Madagascar: Escape 2 Africa ","Eric Darnell","PG",6.7,2008,1
"1476","Adventure","Major Dundee ","Sam Peckinpah","Approved",6.8,1965,1
"1477","Adventure","Maleficent ","Robert Stromberg","PG",7,2014,1
"1478","Adventure","Man of Steel ","Zack Snyder","PG-13",7.2,2013,1
"1479","Adventure","March or Die ","Dick Richards","PG",6.3,1977,1
"1480","Adventure","Mars Needs Moms ","Simon Wells","PG",5.4,2011,1
"1481","Adventure","Master and Commander: The Far Side of the World ","Peter Weir","PG-13",7.4,2003,1
"1482","Adventure","Max ","Boaz Yakin","PG",6.8,2015,1
"1483","Adventure","Medicine Man ","John McTiernan","PG-13",6,1992,1
"1484","Adventure","Meet Dave ","Brian Robbins","PG",4.9,2008,1
"1485","Adventure","Megiddo: The Omega Code 2 ","Brian Trenchard-Smith","PG-13",4.1,2001,1
"1486","Adventure","Men in Black ","Barry Sonnenfeld","PG-13",7.3,1997,1
"1487","Adventure","Men in Black 3 ","Barry Sonnenfeld","PG-13",6.8,2012,1
"1488","Adventure","Men in Black II ","Barry Sonnenfeld","PG-13",6.1,2002,1
"1489","Adventure","Midnight Special ","Jeff Nichols","PG-13",6.7,2016,1
"1490","Adventure","Mighty Joe Young ","Ron Underwood","PG",5.6,1998,1
"1491","Adventure","Mirror Mirror ","Tarsem Singh","PG",5.6,2012,1
"1492","Adventure","Mirrormask ","Dave McKean","PG",6.9,2005,1
"1493","Adventure","Mission to Mars ","Brian De Palma","PG",5.6,2000,1
"1494","Adventure","Mission: Impossible ","Brian De Palma","PG-13",7.1,1996,1
"1495","Adventure","Mission: Impossible - Ghost Protocol ","Brad Bird","PG-13",7.4,2011,1
"1496","Adventure","Mission: Impossible - Rogue Nation ","Christopher McQuarrie","PG-13",7.4,2015,1
"1497","Adventure","Mission: Impossible II ","John Woo","PG-13",6.1,2000,1
"1498","Adventure","Mission: Impossible III ","J.J. Abrams","PG-13",6.9,2006,1
"1499","Adventure","Mongol: The Rise of Genghis Khan ","Sergey Bodrov","R",7.3,2007,1
"1500","Adventure","Monsters University ","Dan Scanlon","G",7.3,2013,1
"1501","Adventure","Monsters vs. Aliens ","Rob Letterman","PG",6.5,2009,1
"1502","Adventure","Monsters, Inc. ","Pete Docter","G",8.1,2001,1
"1503","Adventure","Monte Carlo ","Thomas Bezucha","PG",5.8,2011,1
"1504","Adventure","Monty Python and the Holy Grail ","Terry Gilliam","PG",8.3,1975,1
"1505","Adventure","Moonraker ","Lewis Gilbert","PG",6.3,1979,1
"1506","Adventure","Moonrise Kingdom ","Wes Anderson","PG-13",7.8,2012,1
"1507","Adventure","Mortal Kombat ","Paul W.S. Anderson","PG-13",5.8,1995,1
"1508","Adventure","Mortal Kombat: Annihilation ","John R. Leonetti","PG-13",3.7,1997,1
"1509","Adventure","Mr. Peabody & Sherman ","Rob Minkoff","PG",6.9,2014,1
"1510","Adventure","Mulan ","Tony Bancroft","G",7.5,1998,1
"1511","Adventure","Muppets from Space ","Tim Hill","G",6.2,1999,1
"1512","Adventure","Muppets Most Wanted ","James Bobin","PG",6.4,2014,1
"1513","Adventure","My Fellow Americans ","Peter Segal","PG-13",6.5,1996,1
"1514","Adventure","My Name Is Khan ","Karan Johar","PG-13",8,2010,1
"1515","Adventure","National Lampoon's Vacation ","Harold Ramis","R",7.4,1983,1
"1516","Adventure","National Treasure ","Jon Turteltaub","PG",6.9,2004,1
"1517","Adventure","Nebraska ","Alexander Payne","R",7.8,2013,1
"1518","Adventure","Never Say Never Again ","Irvin Kershner","PG",6.2,1983,1
"1519","Adventure","Night at the Museum ","Shawn Levy","PG",6.4,2006,1
"1520","Adventure","Night at the Museum: Battle of the Smithsonian ","Shawn Levy","PG",5.9,2009,1
"1521","Adventure","Night at the Museum: Secret of the Tomb ","Shawn Levy","PG",6.2,2014,1
"1522","Adventure","Nim's Island ","Jennifer Flackett","PG",6,2008,1
"1523","Adventure","Noah ","Darren Aronofsky","PG-13",5.8,2014,1
"1524","Adventure","Nothing to Lose ","Steve Oedekerk","R",6.7,1997,1
"1525","Adventure","Now You See Me 2 ","Jon M. Chu","PG-13",6.9,2016,1
"1526","Adventure","O Brother, Where Art Thou? ","Joel Coen","PG-13",7.8,2000,1
"1527","Adventure","Oblivion ","Joseph Kosinski","PG-13",7,2013,1
"1528","Adventure","Octopussy ","John Glen","PG",6.6,1983,1
"1529","Adventure","On Deadly Ground ","Steven Seagal","R",4.4,1994,1
"1530","Adventure","On Her Majesty's Secret Service ","Peter R. Hunt","M",6.8,1969,1
"1531","Adventure","On the Road ","Walter Salles","R",6.1,2012,1
"1532","Adventure","Open Season ","Roger Allers","PG",6.2,2006,1
"1533","Adventure","Open Water ","Chris Kentis","R",5.7,2003,1
"1534","Adventure","Osmosis Jones ","Bobby Farrelly","PG",6.2,2001,1
"1535","Adventure","Over the Hedge ","Tim Johnson","PG",6.8,2006,1
"1536","Adventure","Pacific Rim ","Guillermo del Toro","PG-13",7,2013,1
"1537","Adventure","ParaNorman ","Chris Butler","PG",7,2012,1
"1538","Adventure","Paul ","Greg Mottola","R",7,2011,1
"1539","Adventure","Penguins of Madagascar ","Eric Darnell","PG",6.7,2014,1
"1540","Adventure","Percy Jackson & the Olympians: The Lightning Thief ","Chris Columbus","PG",5.9,2010,1
"1541","Adventure","Percy Jackson: Sea of Monsters ","Thor Freudenthal","PG",5.9,2013,1
"1542","Adventure","Pirates of the Caribbean: At World's End ","Gore Verbinski","PG-13",7.1,2007,1
"1543","Adventure","Pirates of the Caribbean: Dead Man's Chest ","Gore Verbinski","PG-13",7.3,2006,1
